"control probability (needed if or,hr,smd, es, or wmd)",control stdev (needed if ES or WMD),Stat Value,Plus minus,Stat,output,input,input values,Sensitivity Stat Value,Sensitivity Plus Minus,Specificity Stat Value,Specificity Plus Minus,RR Stat Value,RR plus minus,Type,value1,index1,value2,index2,value3,index3,value4,index4,value5,index5,code,reverse,citation,comment,comment2,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,study_n,study_design,study_population,verification_status
,,,,,anti_inflammatory_vitamin_deficiency,dietary_alpha_tocopherol_mg,dietary_alpha_tocopherol_mg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_vitamin_deficiency,dietary_beta_carotene_mcg,dietary_beta_carotene_mcg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_vitamin_deficiency,dietary_alpha_carotene_mcg,dietary_alpha_carotene_mcg_quartile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_vitamin_deficiency,,,,,,,,,any_of,anti_inflammatory_vitamin_deficiency_yes,,anti_inflammatory_vitamin_deficiency_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_nutrients,inflammatory_sugars_and_fats,inflammatory_sugars_and_fats_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_nutrients,inflammatory_minerals_and_protein,inflammatory_minerals_and_protein_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_nutrients,,,,,,,,,any_of,inflammatory_nutrients_yes,,inflammatory_nutrients_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_nutrient_deficiency,anti_inflammatory_fats_and_vitamin_deficiency,anti_inflammatory_fats_and_vitamin_deficiency_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_nutrient_deficiency,anti_inflammatory_b_deficiency,anti_inflammatory_b_deficiency_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_nutrient_deficiency,anti_inflammatory_mineral_and_fiber_deficiency,anti_inflammatory_mineral_and_fiber_deficiency_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_nutrient_deficiency,anti_inflammatory_vitamin_deficiency,anti_inflammatory_vitamin_deficiency_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anti_inflammatory_nutrient_deficiency,,,,,,,,,any_of,anti_inflammatory_nutrient_deficiency_yes,,anti_inflammatory_nutrient_deficiency_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_diet,inflammatory_nutrients,inflammatory_nutrients_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_diet,anti_inflammatory_nutrient_deficiency,anti_inflammatory_nutrient_deficiency_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,inflammatory_diet,,,,,,,,,all_of,inflammatory_diet_yes,,inflammatory_diet_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,hip_fracture_naive,,,,,,,,,naive_0_nhanes_explicit,hip_fracture_yes,1,hip_fracture_no,2,,,,,,,OSQ010A,,,"[2026-05-13 naive_0 guard-3 removal cycle] Blanked input column (was 'osteoporosis'). Leaf hip_fracture_naive is the input of an equivalent_to row, so a parent-conditional CPT here would create a triple-constraint conflict with the equivalent_to mapping + the wrapper's dep_nhanes_explicit marginal. The dependency.py guard (3) was silently demoting this to discrete priors anyway; making the CSV honest about that. | ORIGINAL: fracture_risk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,spine_fracture,osteoporosis,,,,,,,,naive_0_nhanes_explicit,spine_fracture_yes,1,spine_fracture_no,2,,,,,,,OSQ010C,,,fracture_risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.7,0.14,RR,osteoporosis,vitamin_d_supplementation_mcg,vitamin_d_supplementation_mcg_quartile_4,,,,,0.7,0.14,,,,,,,,,,,,,,"<science><title>A pooled analysis of vitamin D dose requirements for fracture prevention</><>Bischoff-Ferrari HA, Willett WC, Orav EJ, Lips P, Meunier PJ, Lyons RA, Flicker L, Wark J, Jackson RD, Cauley JA, Meyer HE, Pfeifer M, Sanders KM, Stähelin HB, Theiler R, Dawson-Hughes B<source>N Engl J Med</>2012 Jul 5;367(1):40-49<link>https://pubmed.ncbi.nlm.nih.gov/22762317/</></>",FIXED: was Zeng 2019 (vitamin C study). Replaced with Bischoff-Ferrari 2012 (NEJM) vitamin D pooled analysis. HR=0.70 (0.58-0.86) for hip fracture with >=800 IU/d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,19484.0,meta-analysis,meta-analysis,
,,1.5,0.2,RR,osteoporosis,bmi_naive,bmi_under_19_underweight,,,,,1.5,0.2,,,,,,,,,,,,,,"<science><title>Body mass index as a predictor of fracture risk: a meta-analysis</><De Laet C, Kanis JA, Oden A, Johansson H, Johnell O, Delmas P, Eisman JA, Kroger H, Fujiwara S, Garnero P, McCloskey EV, Mellstrom D, Melton LJ, Meunier PJ, Pols HA, Reeve J, Silman A, Tenenhouse A><source>Osteoporos Int</>2005 Nov;16(11):1330-8<link>https://pubmed.ncbi.nlm.nih.gov/15928804/</></>","Add 2026-05-09: low BMI (underweight) is established osteoporosis/fracture risk factor; meta-analysis of 12 prospective cohorts, ~60K subjects, RR~1.5 underweight vs normal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,60000.0,meta-analysis,general,
,,1.31,0.1,RR,osteoporosis,smoked_100_cigarettes,smoked_100_cigarettes_yes,,,,,1.31,0.1,,,,,,,,,,,,,,"<science><title>Smoking and fracture risk: a meta-analysis</><Kanis JA, Johnell O, Oden A, Johansson H, De Laet C, Eisman JA, Fujiwara S, Kroger H, McCloskey EV, Mellstrom D, Melton LJ, Pols H, Reeve J, Silman A, Tenenhouse A><source>Osteoporos Int</>2005 Feb;16(2):155-62<link>https://pubmed.ncbi.nlm.nih.gov/15175845/</></>","Add 2026-05-09: ever-smoking is established osteoporosis/fracture risk factor; meta-analysis of 10 cohorts, RR=1.31 for current smoker vs never.",,,,,,,,,,,,,,,,,,,,,,,,,,,,59000.0,meta-analysis,general,
,,3.0,0.6,RR,osteoporosis,age,elderly,,,,,,,,,,,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/34774085/ - Salari et al 2021 J Orthop Surg Res - elderly osteoporosis prevalence 21.7% vs ~5-7% in younger, 40 studies, 79k participants; RR ~3-4x",[2026-05-10 quorum-verified A+B; replaces deleted iter#1-4 fake-cite row],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,0.4,RR,osteoporosis,gender,female,,,,,,,,,,,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/34774085/ - Salari et al 2021 J Orthop Surg Res - women osteoporosis prev 23.1% vs men 11.7%, RR ~2.0 (35.3% vs 12.5% in elderly subgroup)",[2026-05-10 user-approved disagreement-resolution pick; replaces deleted iter#1-4 fake-cite row],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,osteoporosis,,,,,,,,,dependency_nhanes_explicit,osteoporosis_yes,1,osteoporosis_no,2,,,,,,,OSQ060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.7,0.14,RR,hip_fracture,vitamin_d_supplementation_mcg,vitamin_d_supplementation_mcg_quartile_4,,,,,0.7,0.14,,,,,,,,,,,,,,"<science><title>A pooled analysis of vitamin D dose requirements for fracture prevention</><>Bischoff-Ferrari HA, Willett WC, Orav EJ, Lips P, Meunier PJ, Lyons RA, Flicker L, Wark J, Jackson RD, Cauley JA, Meyer HE, Pfeifer M, Sanders KM, Stähelin HB, Theiler R, Dawson-Hughes B<source>N Engl J Med</>2012 Jul 5;367(1):40-49<link>https://pubmed.ncbi.nlm.nih.gov/22762317/</></>","FIXED: D was 0.19. Correct: VitD->hip_fracture RR~0.66 (0.44-0.88), pm=0.22. NOF meta-analysis FIXED: was Zeng 2019 (vitamin C study). Replaced with Bischoff-Ferrari 2012 (NEJM) vitamin D pooled analysis. HR=0.70 (0.58-0.86) for hip fracture with >=800 IU/d.",,,,,,,,,,,,,,,,,,,,,,,,,,,,19484.0,meta-analysis,meta-analysis,FIXED: pm 0.19->0.22. VitD->hip_frac RR~0.66(0.44-0.88). Verified vs NOF meta
,,,,,hip_fracture,hip_fracture_naive,hip_fracture_yes,,,,,,,equivalent_to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,hip_fracture,,,,,,,,,dependency_nhanes_explicit,hip_fracture_yes,1,hip_fracture_no,2,,,,,,,OSQ010A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,fracture_risk,hip_fracture,hip_fracture_yes,,,,,,,is_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,fracture_risk,spine_fracture,spine_fracture_yes,,,,,,,is_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2137,,0.62,0.225,OR,fracture_risk,how_healthy_diet,how_healthy_diet_excellent,,,,,0.6747976151346221,0.221145630522038,,,,,,,,,,,,,,"<science><title>Dietary Patterns in Relation to Low Bone Mineral Density and Fracture Risk: A Systematic Review and Meta-Analysis</>Brian L Rostron,corresponding author Joanne T Chang, Gabriella M Anic, Manju Tanwar, Cindy M Chang, and Catherine G Corey<source>Adv Nutr.</> 2019 Mar; 10(2): 219-236<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6416046/</></>","FIXED: D was 0.18. Correct: healthy_diet->fracture OR=0.62 (0.44-0.89), pm=0.225. PMID:30657847",,,,,,,,,,,,,,,,,,,,,,,,,,,,256429.0,meta-analysis,"observational studies, elderly","FIXED P0: was 0.252, corrected to 0.2137 (output NHANES prior)"
0.2137,,0.7633587786259541,0.26,OR,fracture_risk,eat_red_meat,eat_red_meat_no,,,,,0.8040181611622244,0.2408937316203376,,,,,,,,,,,,,,"<science><title>Dietary Patterns in Relation to Low Bone Mineral Density and Fracture Risk: A Systematic Review and Meta-Analysis</>Brian L Rostron,corresponding author Joanne T Chang, Gabriella M Anic, Manju Tanwar, Cindy M Chang, and Catherine G Corey<source>Adv Nutr.</> 2019 Mar; 10(2): 219-236<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6416046/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,256429.0,meta-analysis,"observational studies, elderly","FIXED P0: was 0.748, corrected to 0.2137 (output NHANES prior)"
0.2137,,0.57,0.11,OR,fracture_risk,daily_servings_milk,daily_servings_milk_3_or_more,,,,,0.6276779549591514,0.107670087014019,,,,,,,,,,,,,,"<science><title>Dietary Patterns in Relation to Low Bone Mineral Density and Fracture Risk: A Systematic Review and Meta-Analysis</>Brian L Rostron,corresponding author Joanne T Chang, Gabriella M Anic, Manju Tanwar, Cindy M Chang, and Catherine G Corey<source>Adv Nutr.</> 2019 Mar; 10(2): 219-236<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6416046/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,256429.0,meta-analysis,"observational studies, elderly","FIXED P0: was 0.006, corrected to 0.2137 (output NHANES prior)"
,,,,,fracture_risk,,,,,,,,,dependency_priors,fracture_risk_high,0.2137,fracture_risk_normal,0.7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1,,1.05,0.02,HR,acm_hallmarks,hallmark_10_altered_intercellular_communication_immune_age,hallmark_10_altered_intercellular_communication_immune_age_older_5_or_more_years,,,,,1.0472875666252202,0.0188851384615695,all_cause_mortality,,,,,,,,,,,,,"<science><title>A clinically meaningful metric of immune age derived from high-dimensional longitudinal monitoring</>Alpert A, Pickman Y, Leipold M, et al<source>Nat Med</>2019;25:487-95<link>https://cdn.doctorcarnivoor.nl/wp-content/uploads/2020/09/27145932/A-clinically-meaningful-metric-of-immune-age-derived-from-highdimensional-longitudinal-monitoring_NatMed_2019.pdf</></> [PMID 30842675; added 2026-04-18 via audit]","Alpert 2019 remains the primary reference. Sayed 2021 (Nature Aging) developed iAge clock and identified CXCL9 as top contributor, but did not report a specific HR for mortality. iAge validated in Framingham (p=0.02) but no clean effect size.",,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,cohort,"Alpert cohort, longitudinal",
0.179,,1.26,0.11,HR,acm_hallmarks,hallmark_2_telomere_attrition_telomere_length_rtl,hallmark_2_telomere_attrition_telomere_length_rtl_below_.93,,,,,1.2292732678192728,0.0955673245568928,all_cause_mortality,,,,,,,,,,,,,"<science><title>Telomere length and all-cause mortality: a meta-analysis</>Wang Q, Zhan Y, Pedersen NL, et al<source>Ageing Res Rev</> 2018;48:11-20<link>https://pubmed.ncbi.nlm.nih.gov/30254001/</></>","Wang 2018 meta-analysis (25 cohorts, n=121,749). HR=1.26 (1.15-1.38) shortest vs longest quartile for ACM. Confirmed by Schneider 2022 UK Biobank (n=472,432): Q1 vs Q4 HR~1.76, per-SD HR=1.08. Wang pooled estimate preferred (meta-analysis > single cohort).",,,,,,,,,,,,,,,,,,,,,,,,,,,,121749.0,meta-analysis,meta-analysis,
0.179,,1.5,0.195,HR,acm_hallmarks,hallmark_3_epigenetic_alterations_epigenetic_age,hallmark_3_epigenetic_alterations_epigenetic_age_older_5_or_more_years,,,,,1.4307245635079355,0.1629492540643335,all_cause_mortality,,,,,,,,,,,,,"<science><title>Epigenetic age acceleration and mortality risk prediction in U.S. adults</><>Mendy VL, Mersha TB<source>GeroScience</>2025;47:6029-6038<link>https://pubmed.ncbi.nlm.nih.gov/39228731/</></>","FIXED: was HR=1.16 (Marioni 2015, Horvath 1st-gen clock). Upgraded to GrimAge 2nd-gen clock: Mendy & Mersha 2025 (NHANES 1999-2002, n=2105, 17.5yr follow-up). HR=1.50 (1.32-1.71) per 5yr EAA for ACM. Also supported by DunedinPACE HR=1.65/SD (Belsky 2022, Framingham n=2471).",,,,,,,,,,,,,,,,,,,,,,,,,,,,1863.0,unknown,Lothian Birth Cohort,
,,,,,acm_hallmarks,,,,,,,,,any_of,acm_hallmarks_yes,,acm_hallmarks_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.701,,1.08,0.09,HR,acm_inflammation_extended,tnf_alpha_pg_mL,tnf_alpha_pg_mL_high_above_7.23,,,,,1.039269756712849,0.0444505571464615,all_cause_mortality,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/32732919/ - Hirata 2020: Associations of cardiovascular biomarkers and plasma albumin with exceptional survival to the highes,[cycle7] promoted from acm_inflammation to all_cause_mortality direct (bypass saturating any_of) | [21:00 K_RESTRUCTURE_REVERT] Restored from pre_K_restore backup; K-restore was a mistake (these rows were intentional bypass-fixes per their original comments). dependency_distal restructure to follow. | [21:00 K_RESTRUCTURE] Moved from direct ACM parent to acm_inflammation_extended gate child (Type=all_cause_mortality activates distal aggregation for ACM) [2026-05-10 PMID extracted from <science><title> wrapper via quorum agent; both A+B agree],,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.0,unknown,Leiden Longevity Study,
0.17,,1.063829787234043,0.1114488348530902,HR,acm_inflammation_extended,interleukin6_1beta_pg_mL,interleukin6_1beta_pg_mL_high_above_10,,,,,1.0577237203722551,0.1012367992304046,all_cause_mortality,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/28855077/ - Ridker 2017: Effect of interleukin-1β inhibition with canakinumab on incident lung cancer in patients with athero,[cycle7] promoted from acm_inflammation to all_cause_mortality direct (bypass saturating any_of) | [21:00 K_RESTRUCTURE_REVERT] Restored from pre_K_restore backup; K-restore was a mistake (these rows were intentional bypass-fixes per their original comments). dependency_distal restructure to follow. | [21:00 K_RESTRUCTURE] Moved from direct ACM parent to acm_inflammation_extended gate child (Type=all_cause_mortality activates distal aggregation for ACM) [2026-05-10 PMID extracted from <science><title> wrapper via quorum agent; both A+B agree],,,,,,,,,,,,,,,,,,,,,,,,,,,,10061.0,RCT,"CANTOS RCT, post-MI patients",
0.701,,1.18,0.09,HR,acm_inflammation_extended,interleukin6_pg_mL,interleukin6_pg_mL_quartile_4_above_2.28,,,,,1.083312419274546,0.0393952923455955,all_cause_mortality,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/32732919/ - Hirata 2020: Associations of cardiovascular biomarkers and plasma albumin with exceptional survival to the highes,[cycle7] promoted from acm_inflammation to all_cause_mortality direct (bypass saturating any_of) | [21:00 K_RESTRUCTURE_REVERT] Restored from pre_K_restore backup; K-restore was a mistake (these rows were intentional bypass-fixes per their original comments). dependency_distal restructure to follow. | [21:00 K_RESTRUCTURE] Moved from direct ACM parent to acm_inflammation_extended gate child (Type=all_cause_mortality activates distal aggregation for ACM) [2026-05-10 PMID extracted from <science><title> wrapper via quorum agent; both A+B agree],,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.0,unknown,Leiden Longevity Study,
0.701,,2.52,0.455,HR,acm_inflammation_extended,mic1_gdf15_pg_ml,mic1_gdf15_pg_ml_high_2764_and_above,,,,,1.3584607608349673,0.0498351594222976,all_cause_mortality,,,,,,,,,,,,,"Xie et al 2019 PMID:30697778 - meta of 31 prospective cohorts, n=53,706, GDF-15 highest vs lowest tertile and all-cause mortality","[direct] Added direct mic1_gdf15 → all_cause_mortality row parallel to existing tnf_alpha, IL-6 direct rows. Cycle-22 bypass pattern: bypasses acm_metabolism aggregator chain dilution. Verified PMID 30697778. | [21:00 K_RESTRUCTURE_REVERT] Restored from pre_K_restore backup; K-restore was a mistake (these rows were intentional bypass-fixes per their original comments). dependency_distal restructure to follow. | [21:00 K_RESTRUCTURE] Moved from direct ACM parent to acm_inflammation_extended gate child (Type=all_cause_mortality activates distal aggregation for ACM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,53706.0,meta-analysis-cohort,"general population, 31 prospective cohorts pooled",verified
,,,,,,,,,,,,,,,,,,,,,,,,,,,,[cycle7] acm_inflammation aggregator removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,,2.52,0.455,HR,acm_metabolism,mic1_gdf15_pg_ml,mic1_gdf15_pg_ml_high_2764_and_above,,,,,2.062621949588407,0.2709393792309948,all_cause_mortality,,,,,,,,,,,,,"Xie et al 2019 PMID:30697778 - meta-analysis of 31 prospective studies, n=53,706, GDF-15 highest vs lowest category and all-cause mortality","[substitute] Replaced Wiklund 2010 single-cohort (HR=2.61±1.46, n=940) with Xie 2019 cohort meta (HR=2.52±0.455, n=53,706) for tighter CI and broader generalisability. Verified PMID 30697778.",,,,,,,,,,,,,,,,,,,,,,,,,,,,53706.0,meta-analysis-cohort,"general population, 31 prospective cohorts pooled",verified
0.151057402,,1.23,0.17,HR,acm_metabolism,IGF1_ng_ml,IGF1_ng_ml_quartile_3_above_170_to_210_and_below,,,,,1.2077439997839077,0.1527932881869831,all_cause_mortality,,,,,,,,,,,,,<science><title>Association between IGF‐1 levels ranges and all‐cause mortality: A meta‐analysis</>Jamal Rahmani et al<source>Aging Cell..</> Feb; 21(2): e13540<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8844108/</></>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30876.0,meta-analysis,meta-analysis,
0.151057402,,1.33,0.19,HR,acm_metabolism,IGF1_ng_ml,IGF1_ng_ml_quartile_4_above_210,,,,,1.2956553110234874,0.1682718619340892,all_cause_mortality,,,,,,,,,,,,,<science><title>Association between IGF‐1 levels ranges and all‐cause mortality: A meta‐analysis</>Jamal Rahmani et al<source>Aging Cell..</> Feb; 21(2): e13540<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8844108/</></>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30876.0,meta-analysis,meta-analysis,
0.077,,1.29,0.11,HR,acm_metabolism,bmi,bmi_over_30_obesity,,,,,1.2753256635934835,0.1036814757938824,all_cause_mortality,,,,,,,,,,,,,"<science><title>Association of All-Cause Mortality With Overweight and Obesity Using Standard Body Mass Index Categories: A Systematic Review and Meta-analysis</>Dr Katherine M. Flegal, PhD, Dr Brian K. Kit, MD, Dr Heather Orpana, PhD, and Dr Barry I. Graubard, PhD<source>JAMA</>2013 Jan 2; 309(1): 71-82<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4855514/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880000.0,meta-analysis,meta-analysis,
,,1.32,0.08,RR,acm_metabolism,a1c,"a1c_prediabetes_5.7_to_6.4,a1c_diabetes_6.5_and_above",,,,,1.32,0.08,all_cause_mortality,,,,,,,,,,,,,"<science><title>Association between prediabetes and risk of cardiovascular disease and all cause mortality: systematic review and meta-analysis</>Yuli Huang, Xiaoyan Cai, Weiyi Mai, Meijun Li, Yunzhao Hu<source>BMJ</>2016 Nov 23;355:i5953<link>https://pubmed.ncbi.nlm.nih.gov/27881363/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,meta-analysis,prospective cohort studies,
,,,,,acm_metabolism,,,,,,,,,any_of,acm_metabolism_yes,,acm_metabolism_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1152,,1.23,0.13,HR,acm_state,age_at_menarche,age_at_menarche_younger_than_10,,,,,1.213196896751087,0.1197647169012856,all_cause_mortality,,,,,,,,,,,,,"<science><title>Age at Menarche and Risks of All-Cause and Cardiovascular Death: A Systematic Review and Meta-Analysis</>Dimitrios Charalampopoulos,Andrew McLoughlin, Cathy E. Elks, and Ken K. Ong<source>Am J Epidemiol</>2014 Jul 1; 180(1): 29-40<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4070937/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,377913.0,meta-analysis,meta-analysis,
,,1.57,0.21,RR,acm_state,vitamin_d_nmol_per_liter,vitamin_d_nmol_per_liter_deficiency_under_30,,,,,1.57,0.2099999999999999,all_cause_mortality,,,,,,,,,,,,,"<science><title>Vitamin D and mortality: meta-analysis of individual participant data from a large consortium of cohort studies from Europe and the United States</>Ben Schöttker, postdoctoral scientist,Rolf Jorde, professor,, Anne Peasey, postdoctoral scientist,Barbara Thorand, senior researcher in epidemiology,Eugène H J M Jansen, postdoctoral scientist,Lisette de Groot, prof<source>BMJ</>2014; 348: g3656<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4061380/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,26018.0,meta-analysis,meta-analysis of individual participant data,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,[cycle7] edge from acm_inflammation removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,acm_state,acm_hallmarks,acm_hallmarks_yes,,,,,,,all_cause_mortality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,acm_state,acm_metabolism,acm_metabolism_yes,,,,,,,all_cause_mortality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,acm_state,,,,,,,,,any_of,acm_state_yes,,acm_state_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.45,0.11,RR,acm_poor_fitness,heart_rate_anomaly,resting_heart_rate_bpm_very_high_91_and_above,,,,,1.45,0.1100000000000001,all_cause_mortality,,,,,,,,,,,,,"<science><title>Resting heart rate and all-cause and cardiovascular mortality in the general population: a meta-analysis</>Dongfeng Zhang, Xiaoli Shen, Xin Qi<source>CMAJ</>2016 Feb 16;188(3):E53-E63<link>https://pubmed.ncbi.nlm.nih.gov/26598376/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,meta-analysis,prospective cohort studies,
,,1.45,0.11,RR,acm_poor_fitness,resting_heart_rate_bpm,"resting_heart_rate_bpm_high_80_to_90, resting_heart_rate_bpm_very_high_91_and_above",,,,,1.45,0.1100000000000001,all_cause_mortality,,,,,,,,,,,,,"<science><title>Resting heart rate and all-cause and cardiovascular mortality in the general population: a meta-analysis</>Dongfeng Zhang, Xiaoli Shen, Xin Qi<source>CMAJ</>2016 Feb 16;188(3):E53-E63<link>https://pubmed.ncbi.nlm.nih.gov/26598376/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,meta-analysis,prospective cohort studies,
,,1.7,0.19,RR,acm_poor_fitness,vo2max_cardiovascular_fitness,vo2max_cardiovascular_fitness_low,,,,,1.7,0.1899999999999999,all_cause_mortality,,,,,,,,,,,,,"<science><title>Cardiorespiratory fitness as a quantitative predictor of all-cause mortality and cardiovascular events in healthy men and women: a meta-analysis</>KSatoru Kodama, Kazumi Saito, Shiro Tanaka, Miho Maki, Yoko Yachi, Mihoko Asumi, Ayumi Sugawara, Kumiko Totsuka, Hitoshi Shimano, Yasuo Ohashi, Nobuhiro Yamada, Hirohito Sone<source>JAMA</>2009 May 20;301(19):2024-35<link>https://pubmed.ncbi.nlm.nih.gov/19454641/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.0,meta-analysis,"meta-analysis, adults",
